Question,Answer,Type
379 - 193 = ?,186,減法
184 + 470 - 90 = ?,564,混合運算
在 16961 中，數字「6」表示的數值是？,60,位值
12公里667米 = 多少米？,12667,單位轉換
幾個人合買一份294元的禮物，每人平均要付多少元？還剩多少元？,73...2,四則應用
小明有403元，買文具用去285元，媽媽又給他205元，現在有多少元？,323,四則應用
9升260毫升 = 多少毫升？,9260,單位轉換
每個盒子可放10件蛋糕，現有48件，最少要用多少個盒子？,5,除法
有66個蘋果，每8個裝一袋，可以裝多少袋？餘下幾個？,8...2,分組
主食有5種，飲品有3種，各選一種共有多少種搭配？,15,組合
把200個蘋果平均分給2個小朋友，每人得幾個？,100,除法
(34 + 20) × 9 = ?,486,混合運算
貼紙每張26元，小美有33元，最多可買幾張？還剩幾元？,1...7,除法
154 + 395 - 177 = ?,372,混合運算
491 - 105 = ?,386,減法
361 + 52 = ?,413,加法
9公斤215克 = 多少克？,9215,單位轉換
貨倉原有飲料750支，上午賣出181支，下午運來508支，現在共有多少支？,1077,四則應用
李叔叔每天做16個零件，12天可以做多少個零件？,192,四則應用
父親今年23歲，兒子今年13歲，多少年前父親的年齡是兒子的3倍？,8,年齡
在 39647 中，數字「4」表示的數值是？,40,位值
一個梯形有多少組平行線？,1,幾何
15:50 出發，經過45分鐘後到達，到達時間是？,16:35,時間計算
在 18923 中，數字「8」表示的數值是？,8000,位值
小明有645元，買文具用去131元，媽媽又給他136元，現在有多少元？,650,四則應用
18:36 出發，經過75分鐘後到達，到達時間是？,19:51,時間計算
主食有2種，飲品有2種，各選一種共有多少種搭配？,4,組合
9厘米6毫米 = 多少毫米？,96,單位轉換
(80 + 38) × 8 = ?,944,混合運算
在 55027 中，數字「2」表示的數值是？,20,位值
247 + 240 - 233 = ?,254,混合運算
15的10倍是多少？,150,倍數
6和19的最小公倍數是多少？,114,數論
一個梯形有多少組平行線？,1,幾何
家中有果56個。媽媽吃了6個後，小文吃了餘下的2/5，現在還剩下多少個果？,30,四則應用
6公斤171克 = 多少克？,6171,單位轉換
一個梯形有多少組平行線？,1,幾何
(86 + 19) × 9 = ?,945,混合運算
有82個蘋果，每9個裝一袋，可以裝多少袋？餘下幾個？,9...1,分組
(81 + 29) × 6 = ?,660,混合運算
3和3的最小公倍數是多少？,3,數論
(46 + 43) × 3 = ?,267,混合運算
小明有354元，買文具用去96元，媽媽又給他118元，現在有多少元？,376,四則應用
一個梯形有多少組平行線？,1,幾何
鉛筆每枝5元，買5枝，共要付多少元？,25,乘法
電影從10:23開始，到12:38結束，放映了多少分鐘？,135,時間長短
7升355毫升 = 多少毫升？,7355,單位轉換
除數是3，商是26，餘數是1，被除數是多少？,79,除法
有111個蘋果，每7個裝一袋，可以裝多少袋？餘下幾個？,15...6,分組
每件68元，買5件，付421元，應找回多少元？,81元,金錢
01:24 出發，經過60分鐘後到達，到達時間是？,02:24,時間計算
9和14的最小公倍數是多少？,126,數論
鉛筆每枝41元，買5枝，共要付多少元？,205,乘法
90 × 24 = ?,2160,乘法
1米4厘米 = 多少厘米？,104,單位轉換
803 - 412 = ?,391,減法
甲地到乙地120公里，去程用了5小時，回程用了6小時，回程平均速率是多少km/h？,20,速率
3公里455米 = 多少米？,3455,單位轉換
一個長方形花圃，長6米，寬14米，圍欄長多少米？,40,周長計算
有36個蘋果，每10個裝一袋，可以裝多少袋？餘下幾個？,3...6,分組
16和5的最小公倍數是多少？,80,數論
31 × 9 = ?,279,乘法
在○裡填上 >、< 或 =：1/7 ? 6/7,<,分數比較
鉛筆每枝43元，買6枝，共要付多少元？,258,乘法
在 42825 中，數字「8」表示的數值是？,800,位值
甲地到乙地300公里，去程用了6小時，回程用了3小時，回程平均速率是多少km/h？,100,速率
把67個蘋果平均分給7個小朋友，每人得幾個？餘幾個？,9...4,除法
10米29厘米 = 多少厘米？,1029,單位轉換
9公里915米 = 多少米？,9915,單位轉換
爸爸今年38歲，7年後爸爸多少歲？,45,四則應用
142 + 403 - 522 = ?,23,混合運算
20:49 出發，經過20分鐘後到達，到達時間是？,21:09,時間計算
5升188毫升 = 多少毫升？,5188,單位轉換
一個長方形花圃，長13米，寬4米，圍欄長多少米？,34,周長計算
貨倉原有飲料749支，上午賣出335支，下午運來701支，現在共有多少支？,1115,四則應用
每件27元，買6件，付187元，應找回多少元？,25元,金錢
20:56 出發，經過120分鐘後到達，到達時間是？,22:56,時間計算
有30個蘋果，每8個裝一袋，可以裝多少袋？餘下幾個？,3...6,分組
450 - 373 = ?,77,減法
在○裡填上 >、< 或 =：5/7 ? 3/7,>,分數比較
貨倉原有飲料929支，上午賣出523支，下午運來240支，現在共有多少支？,646,四則應用
父親今年59歲，兒子今年19歲，多少年前父親的年齡是兒子的5倍？,9,年齡
6 × 12 + 73 = ?,145,混合運算
15公里430米 = 多少米？,15430,單位轉換
14:47 出發，經過30分鐘後到達，到達時間是？,15:17,時間計算
24 × 48 = ?,1152,乘法
每個盒子可放9件蛋糕，現有58件，最少要用多少個盒子？,7,除法
把139個蘋果平均分給2個小朋友，每人得幾個？餘幾個？,69...1,除法
40的2倍是多少？,80,倍數
118 + 440 - 308 = ?,250,混合運算
除數是2，商是14，餘數是1，被除數是多少？,29,除法
電影從09:41開始，到10:26結束，放映了多少分鐘？,45,時間長短
爸爸今年41歲，10年後爸爸多少歲？,51,四則應用
04:30 出發，經過45分鐘後到達，到達時間是？,05:15,時間計算
441 + 479 - 77 = ?,843,混合運算
甲地到乙地240公里，去程用了4小時，回程用了6小時，回程平均速率是多少km/h？,40,速率
電影從11:33開始，到12:18結束，放映了多少分鐘？,45,時間長短
家中有果51個。媽媽吃了7個後，小文吃了餘下的3/4，現在還剩下多少個果？,11,四則應用
在 14116 中，數字「6」表示的數值是？,6,位值
(52 + 40) × 6 = ?,552,混合運算
甲地到乙地60公里，去程用了3小時，回程用了5小時，回程平均速率是多少km/h？,12,速率
每件85元，買6件，付597元，應找回多少元？,87元,金錢
在○裡填上 >、< 或 =：2/6 ? 2/6,=,分數比較
每個盒子可放8件蛋糕，現有26件，最少要用多少個盒子？,4,除法
有75個蘋果，每4個裝一袋，可以裝多少袋？餘下幾個？,18...3,分組
2公里875米 = 多少米？,2875,單位轉換
621 - 147 = ?,474,減法
把54個蘋果平均分給7個小朋友，每人得幾個？餘幾個？,7...5,除法
主食有4種，飲品有3種，各選一種共有多少種搭配？,12,組合
在○裡填上 >、< 或 =：8/9 ? 3/9,>,分數比較
在○裡填上 >、< 或 =：3/4 ? 2/4,>,分數比較
貨倉原有飲料1289支，上午賣出926支，下午運來325支，現在共有多少支？,688,四則應用
一個長方形花圃，長12米，寬9米，圍欄長多少米？,42,周長計算
9升979毫升 = 多少毫升？,9979,單位轉換
在○裡填上 >、< 或 =：3/8 ? 7/8,<,分數比較
在○裡填上 >、< 或 =：7/9 ? 8/9,<,分數比較
主食有4種，飲品有3種，各選一種共有多少種搭配？,12,組合
在 56908 中，數字「8」表示的數值是？,8,位值
在○裡填上 >、< 或 =：6/12 ? 9/12,<,分數比較
在○裡填上 >、< 或 =：1/8 ? 4/8,<,分數比較
爸爸今年42歲，9年後爸爸多少歲？,51,四則應用
1厘米7毫米 = 多少毫米？,17,單位轉換
父親今年49歲，兒子今年19歲，多少年前父親的年齡是兒子的4倍？,9,年齡
鉛筆每枝17元，買2枝，共要付多少元？,34,乘法
294 + 452 = ?,746,加法
3公斤399克 = 多少克？,3399,單位轉換
有130個蘋果，每3個裝一袋，可以裝多少袋？餘下幾個？,43...1,分組
192 + 213 - 214 = ?,191,混合運算
每件129元，買4件共需付多少元？,516元,金錢
鉛筆每枝17元，買10枝，共要付多少元？,170,乘法
(92 + 29) × 7 = ?,847,混合運算
603 - 494 = ?,109,減法
甲地到乙地300公里，去程用了2小時，回程用了5小時，回程平均速率是多少km/h？,60,速率
12:14 出發，經過60分鐘後到達，到達時間是？,13:14,時間計算
在 40757 中，數字「4」表示的數值是？,40000,位值
12 × 39 + 462 = ?,930,混合運算
把70個蘋果平均分給5個小朋友，每人得幾個？,14,除法
7升582毫升 = 多少毫升？,7582,單位轉換
一個電器首期付214元，之後每期付57元，共9期，總售價多少元？,727元,金錢
每件文具127元，小華買了7件，付了977元，應找回多少元？,88,四則應用
20:31 出發，經過120分鐘後到達，到達時間是？,22:31,時間計算
37的8倍是多少？,296,倍數
在○裡填上 >、< 或 =：4/11 ? 3/11,>,分數比較
電影從03:35開始，到04:05結束，放映了多少分鐘？,30,時間長短
(59 + 59) × 3 = ?,354,混合運算
家中有果35個。媽媽吃了8個後，小文吃了餘下的1/3，現在還剩下多少個果？,18,四則應用
李叔叔每天做25個零件，12天可以做多少個零件？,300,四則應用
李叔叔每天做31個零件，3天可以做多少個零件？,93,四則應用
87 - 85 = ?,2,減法
幾個人合買一份686元的禮物，每人平均要付多少元？還剩多少元？,171...2,四則應用
323 + 263 = ?,586,加法
371 - 109 = ?,262,減法
319 + 280 = ?,599,加法
500 + 189 - 70 = ?,619,混合運算
在 58665 中，數字「8」表示的數值是？,8000,位值
李叔叔每天做36個零件，11天可以做多少個零件？,396,四則應用
00:03 出發，經過120分鐘後到達，到達時間是？,02:03,時間計算
18:52 出發，經過15分鐘後到達，到達時間是？,19:07,時間計算
在○裡填上 >、< 或 =：6/11 ? 10/11,<,分數比較
甲地到乙地180公里，去程用了4小時，回程用了5小時，回程平均速率是多少km/h？,36,速率
李叔叔每天做6個零件，4天可以做多少個零件？,24,四則應用
11 × 8 + 498 = ?,586,混合運算
18:56 出發，經過20分鐘後到達，到達時間是？,19:16,時間計算
一個正方形有多少組平行線？,2,幾何
(23 + 30) × 4 = ?,212,混合運算
在○裡填上 >、< 或 =：2/9 ? 8/9,<,分數比較
在○裡填上 >、< 或 =：1/7 ? 5/7,<,分數比較
主食有3種，飲品有3種，各選一種共有多少種搭配？,9,組合
父親今年21歲，兒子今年12歲，多少年前父親的年齡是兒子的4倍？,9,年齡
388 + 355 = ?,743,加法
84 - 23 = ?,61,減法
9升13毫升 = 多少毫升？,9013,單位轉換
47的12倍是多少？,564,倍數
在 78046 中，數字「6」表示的數值是？,6,位值
5 × 44 = ?,220,乘法
一個電器首期付170元，之後每期付14元，共9期，總售價多少元？,296元,金錢
09:04 出發，經過45分鐘後到達，到達時間是？,09:49,時間計算
394 - 287 = ?,107,減法
46的4倍是多少？,184,倍數
爸爸今年47歲，4年後爸爸多少歲？,51,四則應用
主食有2種，飲品有2種，各選一種共有多少種搭配？,4,組合
父親今年20歲，兒子今年11歲，多少年前父親的年齡是兒子的2倍？,2,年齡
貨倉原有飲料1482支，上午賣出1363支，下午運來686支，現在共有多少支？,805,四則應用
主食有4種，飲品有5種，各選一種共有多少種搭配？,20,組合
幾個人合買一份588元的禮物，每人平均要付多少元？,147,四則應用
一個長方形花圃，長14米，寬3米，圍欄長多少米？,34,周長計算
在 15329 中，數字「2」表示的數值是？,20,位值
498 - 100 = ?,398,減法
鉛筆每枝38元，買7枝，共要付多少元？,266,乘法
除數是10，商是11，餘數是1，被除數是多少？,111,除法
732 - 647 = ?,85,減法
810 - 515 = ?,295,減法
父親今年21歲，兒子今年14歲，多少年前父親的年齡是兒子的2倍？,7,年齡
李叔叔每天做35個零件，10天可以做多少個零件？,350,四則應用
5升129毫升 = 多少毫升？,5129,單位轉換
一個長方形花圃，長13米，寬10米，圍欄長多少米？,46,周長計算
5升490毫升 = 多少毫升？,5490,單位轉換
一個長方形花圃，長16米，寬5米，圍欄長多少米？,42,周長計算
909 - 129 = ?,780,減法
6和16的最小公倍數是多少？,48,數論
在 76443 中，數字「3」表示的數值是？,3,位值
貼紙每張43元，小美有76元，最多可買幾張？還剩幾元？,1...33,除法
每個盒子可放3件蛋糕，現有27件，最少要用多少個盒子？,9,除法
每件文具70元，小華買了8件，付了573元，應找回多少元？,13,四則應用
小明有362元，買文具用去104元，媽媽又給他139元，現在有多少元？,397,四則應用
在○裡填上 >、< 或 =：2/3 ? 1/3,>,分數比較
09:54 出發，經過90分鐘後到達，到達時間是？,11:24,時間計算
