Question,Answer,Type
家中有果69個。媽媽吃了4個後，小文吃了餘下的4/5，現在還剩下多少個果？,13,四則運算
508 - 188 = ?,320,減法
36的32倍是多少？,1152,乘法
家中有果95個。媽媽吃了3個後，小文吃了餘下的1/2，現在還剩下多少個果？,46,四則運算
324 + 65 = ?,389,加法
4 × 59 = ?,236,乘法
4米53厘米 = ? 厘米,453,單位轉換
13200 ÷ 100 = ?,132,除法
62 + 354 = ?,416,加法
在 60953 中，數字「0」表示的數值是？,0,位值
一年有31天的月份有幾個？ (A.20 B.3 C.7 D.21),C,常識(選擇)
19:25 出發，經過60分鐘後到達，到達時間是？,20:25,時間計算
14的95倍是多少？,1330,乘法
一個梯形有多少組平行線？,1,幾何
13的10倍是多少？,130,倍數
"按 甲,乙,丙,丁 次序輪流進行，第93次是什麼？ (A.甲 B.丙 C.西方 D.乙)",A,週期(選擇)
85 - 43 = ?,42,減法
列出24的所有因數。,"1,2,3,4,6,8,12,24",數論
小明有381元，買文具用去95元，媽媽又給他187元，現在有多少元？,473,四則運算
一個正方形有多少組平行線？,2,幾何
20的7倍是多少？,140,倍數
17672 ÷ 94 = ?,188,除法
貨倉原有飲料1806支，上午賣出1245支，下午運來572支，現在共有多少支？,1133,四則運算
20:47 出發，經過45分鐘後到達，到達時間是？,21:32,時間計算
239 + 272 = ?,511,加法
列出36的所有因數。,"1,2,3,4,6,9,12,18,36",數論
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
每件20元，買2件共需付多少元？,40元,金錢
262 + 239 = ?,501,加法
3270 ÷ 37 = ?,88...14,除法
400 - 104 = ?,296,減法
每件60元，買7件共需付多少元？,420元,金錢
2266 ÷ 29 = ?,78...4,除法
5公斤381克 = ? 克,5381,單位轉換
10:32 出發，經過75分鐘後到達，到達時間是？,11:47,時間計算
48的3倍是多少？,144,倍數
08:08 出發，經過75分鐘後到達，到達時間是？,09:23,時間計算
一個長方形有多少組平行線？,2,幾何
小明有677元，買文具用去507元，媽媽又給他260元，現在有多少元？,430,四則運算
56 + 323 = ?,379,加法
列出18的所有因數。,"1,2,3,6,9,18",數論
2205 ÷ 21 = ?,105,除法
家中有果62個。媽媽吃了2個後，小文吃了餘下的2/3，現在還剩下多少個果？,20,四則運算
48的因數有哪些？,"1,2,3,4,6,8,12,16,24,48",因數
60 × 47 = ?,2820,乘法
74的96倍是多少？,7104,乘法
在○裡填上 + 或 - 或 =：1/11 ? 6/11 (A.: B.< C.> D.√),B,分數(選擇)
579 - 56 = ?,523,減法
家中有果60個。媽媽吃了4個後，小文吃了餘下的1/4，現在還剩下多少個果？,42,四則運算
896 - 592 = ?,304,減法
15:07 出發，經過90分鐘後到達，到達時間是？,16:37,時間計算
一個平行四邊形有多少組平行線？,2,幾何
22:52 出發，經過30分鐘後到達，到達時間是？,23:22,時間計算
678 - 603 = ?,75,減法
242 ÷ 11 = ?,22,除法
"按 甲,乙,丙,丁 次序輪流進行，第32次是什麼？ (A.丁 B.甲 C.北方 D.丙)",A,週期(選擇)
24公里436米 = ? 米,24436,單位轉換
18:35 出發，經過90分鐘後到達，到達時間是？,20:05,時間計算
15106 ÷ 83 = ?,182,除法
列出36的所有因數。,"1,2,3,4,6,9,12,18,36",數論
35的6倍是多少？,210,乘法
14:12 出發，經過90分鐘後到達，到達時間是？,15:42,時間計算
574 ÷ 12 = ?,47...10,除法
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
"按 甲,乙,丙,丁 次序輪流進行，第50次是什麼？ (A.西方 B.東方 C.丙 D.乙)",D,週期(選擇)
16:34 出發，經過20分鐘後到達，到達時間是？,16:54,時間計算
在 51400 中，數字「1」表示的數值是？,1000,位值
24的因數有哪些？,"1,2,3,4,6,8,12,24",因數
83的70倍是多少？,5810,乘法
17:35 出發，經過45分鐘後到達，到達時間是？,18:20,時間計算
9公里457米 = ? 米,9457,單位轉換
貨倉原有飲料1463支，上午賣出1015支，下午運來318支，現在共有多少支？,766,四則運算
478 - 438 = ?,40,減法
40的41倍是多少？,1640,乘法
貨倉原有飲料522支，上午賣出308支，下午運來491支，現在共有多少支？,705,四則運算
939 - 468 = ?,471,減法
1008 ÷ 16 = ?,63,除法
74 × 2 = ?,148,乘法
17和16的最小公倍數是？,272,數論
6厘米4毫米 = ? 毫米,64,單位轉換
6米86厘米 = ? 厘米,686,單位轉換
93 × 64 = ?,5952,乘法
列出24的所有因數。,"1,2,3,4,6,8,12,24",數論
29小時2分 = ? 分,1742,單位轉換
34小時21分 = ? 分,2061,單位轉換
60的因數有哪些？,"1,2,3,4,5,6,10,12,15,20,30,60",因數
父親今年42歲，兒子今年18歲，在多少年前父親年齡是兒子的3倍？,6,年齡
07:07 出發，經過20分鐘後到達，到達時間是？,07:27,時間計算
536 - 347 = ?,189,減法
526 - 114 = ?,412,減法
36的2倍是多少？,72,倍數
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
家中有果72個。媽媽吃了3個後，小文吃了餘下的1/3，現在還剩下多少個果？,46,四則運算
貨倉原有飲料666支，上午賣出499支，下午運來578支，現在共有多少支？,745,四則運算
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
26的39倍是多少？,1014,乘法
在○裡填上 + 或 - 或 =：6/9 ? 6/9 (A.√ B.= C.< D.×),B,分數(選擇)
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
89 × 85 = ?,7565,乘法
家中有果99個。媽媽吃了4個後，小文吃了餘下的4/5，現在還剩下多少個果？,19,四則運算
25 × 68 = ?,1700,乘法
30 ÷ 12 = ?,2...6,除法
貨倉原有飲料633支，上午賣出505支，下午運來477支，現在共有多少支？,605,四則運算
88 × 90 = ?,7920,乘法
447 + 452 = ?,899,加法
在○裡填上 + 或 - 或 =：3/9 ? 2/9 (A.= B.> C.× D.:),B,分數(選擇)
每件249元，買8件共需付多少元？,1992元,金錢
03:15 出發，經過60分鐘後到達，到達時間是？,04:15,時間計算
79的9倍是多少？,711,乘法
"按 東,南,西,北 次序輪流進行，第94次是什麼？ (A.己 B.南 C.乙 D.東方)",B,週期(選擇)
小明有693元，買文具用去452元，媽媽又給他171元，現在有多少元？,412,四則運算
04:04 出發，經過45分鐘後到達，到達時間是？,04:49,時間計算
133 + 332 = ?,465,加法
貨倉原有飲料1543支，上午賣出741支，下午運來259支，現在共有多少支？,1061,四則運算
父親今年63歲，兒子今年19歲，在多少年前父親年齡是兒子的5倍？,8,年齡
530 - 54 = ?,476,減法
16:40 出發，經過30分鐘後到達，到達時間是？,17:10,時間計算
11:33 出發，經過60分鐘後到達，到達時間是？,12:33,時間計算
32 × 22 = ?,704,乘法
181 + 382 = ?,563,加法
27小時31分 = ? 分,1651,單位轉換
"按 紅,黃,藍,綠 次序輪流進行，第52次是什麼？ (A.B B.綠 C.C D.A)",B,週期(選擇)
18厘米8毫米 = ? 毫米,188,單位轉換
47 ÷ 12 = ?,3...11,除法
"按 甲,乙,丙,丁 次序輪流進行，第35次是什麼？ (A.丁 B.丙 C.甲 D.乙)",B,週期(選擇)
21:57 出發，經過15分鐘後到達，到達時間是？,22:12,時間計算
18米72厘米 = ? 厘米,1872,單位轉換
268 ÷ 3 = ?,89...1,除法
2354 ÷ 22 = ?,107,除法
218 - 131 = ?,87,減法
49小時46分 = ? 分,2986,單位轉換
870 - 670 = ?,200,減法
421 + 384 = ?,805,加法
60的因數有哪些？,"1,2,3,4,5,6,10,12,15,20,30,60",因數
15米51厘米 = ? 厘米,1551,單位轉換
30公里271米 = ? 米,30271,單位轉換
316 + 397 = ?,713,加法
家中有果34個。媽媽吃了8個後，小文吃了餘下的1/2，現在還剩下多少個果？,13,四則運算
00:24 出發，經過45分鐘後到達，到達時間是？,01:09,時間計算
664 ÷ 44 = ?,15...4,除法
3607 ÷ 46 = ?,78...19,除法
在○裡填上 + 或 - 或 =：6/9 ? 8/9 (A.: B.√ C.× D.<),D,分數(選擇)
43的37倍是多少？,1591,乘法
12:53 出發，經過45分鐘後到達，到達時間是？,13:38,時間計算
457 + 248 = ?,705,加法
03:10 出發，經過30分鐘後到達，到達時間是？,03:40,時間計算
6667 ÷ 59 = ?,113,除法
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
11公里261米 = ? 米,11261,單位轉換
在○裡填上 + 或 - 或 =：3/6 ? 2/6 (A.> B.= C.: D.×),A,分數(選擇)
455 + 60 = ?,515,加法
02:01 出發，經過30分鐘後到達，到達時間是？,02:31,時間計算
435 + 201 = ?,636,加法
378 + 460 = ?,838,加法
11公里368米 = ? 米,11368,單位轉換
在○裡填上 + 或 - 或 =：3/7 ? 5/7 (A.: B.× C.< D.√),C,分數(選擇)
父親今年11歲，兒子今年6歲，在多少年前父親年齡是兒子的2倍？,1,年齡
13升595毫升 = ? 毫升,13595,單位轉換
06:11 出發，經過30分鐘後到達，到達時間是？,06:41,時間計算
233 + 200 = ?,433,加法
小明有469元，買文具用去53元，媽媽又給他103元，現在有多少元？,519,四則運算
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
7290 ÷ 81 = ?,90,除法
20 × 6 = ?,120,乘法
471 + 49 = ?,520,加法
01:10 出發，經過30分鐘後到達，到達時間是？,01:40,時間計算
12公斤698克 = ? 克,12698,單位轉換
81的59倍是多少？,4779,乘法
"按 甲,乙,丙,丁 次序輪流進行，第94次是什麼？ (A.戊 B.乙 C.己 D.南方)",B,週期(選擇)
344 + 331 = ?,675,加法
小明有596元，買文具用去52元，媽媽又給他208元，現在有多少元？,752,四則運算
70 ÷ 4 = ?,17...2,除法
3和12的最小公倍數是？,12,數論
459 + 99 = ?,558,加法
713 - 19 = ?,694,減法
721 ÷ 12 = ?,60...1,除法
88 + 278 = ?,366,加法
家中有果74個。媽媽吃了2個後，小文吃了餘下的5/6，現在還剩下多少個果？,12,四則運算
819 - 333 = ?,486,減法
625 - 118 = ?,507,減法
19的56倍是多少？,1064,乘法
在○裡填上 + 或 - 或 =：3/5 ? 2/5 (A.× B.= C.< D.>),D,分數(選擇)
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
362 + 206 = ?,568,加法
貨倉原有飲料1069支，上午賣出574支，下午運來947支，現在共有多少支？,1442,四則運算
一個平行四邊形有多少組平行線？,2,幾何
家中有果82個。媽媽吃了6個後，小文吃了餘下的1/4，現在還剩下多少個果？,57,四則運算
139 + 98 = ?,237,加法
1175 ÷ 47 = ?,25,除法
944 - 830 = ?,114,減法
貨倉原有飲料1719支，上午賣出647支，下午運來891支，現在共有多少支？,1963,四則運算
320 ÷ 46 = ?,6...44,除法
06:43 出發，經過90分鐘後到達，到達時間是？,08:13,時間計算
192 ÷ 48 = ?,4,除法
家中有果60個。媽媽吃了3個後，小文吃了餘下的1/3，現在還剩下多少個果？,38,四則運算
13:07 出發，經過15分鐘後到達，到達時間是？,13:22,時間計算
列出24的所有因數。,"1,2,3,4,6,8,12,24",數論
小明有369元，買文具用去158元，媽媽又給他120元，現在有多少元？,331,四則運算
163 - 119 = ?,44,減法
"按 甲,乙,丙,丁 次序輪流進行，第100次是什麼？ (A.戊 B.丙 C.丁 D.乙)",C,週期(選擇)
18和20的最小公倍數是？,180,數論
468 + 164 = ?,632,加法
16:33 出發，經過45分鐘後到達，到達時間是？,17:18,時間計算
22 × 70 = ?,1540,乘法
41的2倍是多少？,82,倍數
24的因數有哪些？,"1,2,3,4,6,8,12,24",因數
1773 ÷ 34 = ?,52...5,除法
02:09 出發，經過15分鐘後到達，到達時間是？,02:24,時間計算
941 - 241 = ?,700,減法
213 - 100 = ?,113,減法
723 ÷ 10 = ?,72...3,除法
一個平行四邊形有多少組平行線？,2,幾何
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
父親今年25歲，兒子今年16歲，在多少年前父親年齡是兒子的2倍？,7,年齡
12和10的最小公倍數是？,60,數論
06:17 出發，經過15分鐘後到達，到達時間是？,06:32,時間計算
家中有果47個。媽媽吃了7個後，小文吃了餘下的1/2，現在還剩下多少個果？,20,四則運算
列出12的所有因數。,"1,2,3,4,6,12",數論
18厘米9毫米 = ? 毫米,189,單位轉換
21:42 出發，經過30分鐘後到達，到達時間是？,22:12,時間計算
85 × 33 = ?,2805,乘法
404 - 376 = ?,28,減法
52 × 13 = ?,676,乘法
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
7334 ÷ 38 = ?,193,除法
9207 ÷ 99 = ?,93,除法
17和14的最小公倍數是？,238,數論
411 ÷ 11 = ?,37...4,除法
"按 甲,乙,丙,丁 次序輪流進行，第59次是什麼？ (A.己 B.丁 C.北方 D.丙)",D,週期(選擇)
小明有344元，買文具用去173元，媽媽又給他180元，現在有多少元？,351,四則運算
16:17 出發，經過60分鐘後到達，到達時間是？,17:17,時間計算
家中有果55個。媽媽吃了7個後，小文吃了餘下的4/6，現在還剩下多少個果？,16,四則運算
177 + 181 = ?,358,加法
家中有果102個。媽媽吃了7個後，小文吃了餘下的2/5，現在還剩下多少個果？,57,四則運算
父親今年32歲，兒子今年8歲，在多少年前父親年齡是兒子的5倍？,2,年齡
15的26倍是多少？,390,乘法
984 - 546 = ?,438,減法
18升744毫升 = ? 毫升,18744,單位轉換
369 + 119 = ?,488,加法
65 + 121 = ?,186,加法
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
201 - 126 = ?,75,減法
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
貨倉原有飲料579支，上午賣出437支，下午運來309支，現在共有多少支？,451,四則運算
08:33 出發，經過20分鐘後到達，到達時間是？,08:53,時間計算
小明有575元，買文具用去331元，媽媽又給他175元，現在有多少元？,419,四則運算
112 + 189 = ?,301,加法
9 × 35 = ?,315,乘法
一個梯形有多少組平行線？,1,幾何
4升552毫升 = ? 毫升,4552,單位轉換
90的46倍是多少？,4140,乘法
在○裡填上 + 或 - 或 =：8/10 ? 7/10 (A.> B.= C.√ D.×),A,分數(選擇)
貨倉原有飲料1822支，上午賣出1456支，下午運來225支，現在共有多少支？,591,四則運算
16:22 出發，經過60分鐘後到達，到達時間是？,17:22,時間計算
806 - 92 = ?,714,減法
2048 ÷ 40 = ?,51...8,除法
54 - 18 = ?,36,減法
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
在○裡填上 + 或 - 或 =：2/3 ? 1/3 (A.< B.> C.= D.√),B,分數(選擇)
1厘米8毫米 = ? 毫米,18,單位轉換
54 × 59 = ?,3186,乘法
91 × 33 = ?,3003,乘法
"按 東,南,西,北 次序輪流進行，第41次是什麼？ (A.己 B.東 C.戊 D.乙)",B,週期(選擇)
11的63倍是多少？,693,乘法
55 + 58 = ?,113,加法
00:09 出發，經過45分鐘後到達，到達時間是？,00:54,時間計算
114 ÷ 6 = ?,19,除法
13厘米3毫米 = ? 毫米,133,單位轉換
家中有果44個。媽媽吃了2個後，小文吃了餘下的4/6，現在還剩下多少個果？,14,四則運算
13升665毫升 = ? 毫升,13665,單位轉換
一個長方形有多少組平行線？,2,幾何
小明有464元，買文具用去362元，媽媽又給他168元，現在有多少元？,270,四則運算
44小時40分 = ? 分,2680,單位轉換
10厘米7毫米 = ? 毫米,107,單位轉換
13746 ÷ 79 = ?,174,除法
18:07 出發，經過45分鐘後到達，到達時間是？,18:52,時間計算
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
4厘米3毫米 = ? 毫米,43,單位轉換
每件106元，買3件共需付多少元？,318元,金錢
家中有果68個。媽媽吃了4個後，小文吃了餘下的1/2，現在還剩下多少個果？,32,四則運算
23公里565米 = ? 米,23565,單位轉換
在○裡填上 + 或 - 或 =：1/10 ? 6/10 (A.< B.√ C.× D.:),A,分數(選擇)
12:21 出發，經過60分鐘後到達，到達時間是？,13:21,時間計算
15:16 出發，經過30分鐘後到達，到達時間是？,15:46,時間計算
面向南方，右轉3個直角，現在面向哪一方？ (A.東方 B.A C.B D.C),A,方向(選擇)
